name,nickname,wins,losses,draws,height_cm,reach_in_cm,stance,date_of_birth,,significant_strikes_landed_per_minute y,significant_striking_accuracy y,average_takedowns_landed_per_15_minutes y,takedown_accuracy,average_submissions_attempted_per_15_minutes
Taylor Moore,,10,5,0,177.8,177.8,Southpaw,10/16/1993,31,0.2,75,0,0,0
Ion Cutelaba,The Hulk,17,9,1,185.42,190.5,Southpaw,12/14/1993,30,4.63,43,4.75,58,0
Gerric Hayes,,8,11,0,177.8,,,,,0,0,0,0,0
Houston Alexander,The Assassin,17,15,1,182.88,182.88,Orthodox,3/22/1972,52,3.06,54,1.19,57,0
Ibo Aslan,The Last Ottoman,12,1,0,190.5,195.58,Orthodox,4/23/1996,28,8.87,72,0,0,0
Sam Liera,,12,10,0,,,,,,0.82,60,0,0,0
Andre Santos,Chatuba,38,10,0,182.88,,,,,2.77,34,2.5,29,0
Jean Matsumoto,,14,0,0,167.64,172.72,Orthodox,9/9/1999,25,6.67,36,0,0,0
Jong Won Kim,,0,1,0,170.18,,Orthodox,,,0.84,15,2.81,100,0
Joe Lowry,,9,2,0,180.34,185.42,Orthodox,12/12/1989,34,3.97,34,0,0,0
Mikey Gonzalez,Rolls,7,2,0,180.34,187.96,Orthodox,8/13/1985,39,0.91,16,0,0,0
Brian Houston,B-Hue,4,6,0,187.96,,Orthodox,4/26/1981,43,1.9,35,0.95,100,0
Tomomi Iwama,,9,6,2,160.02,,Orthodox,,,1,20,0,0,0
Paul Georgieff,,6,2,0,187.96,,Orthodox,9/22/1982,42,2.55,40,0,0,0
Mark Schultz,,1,1,0,175.26,,Orthodox,,,0,0,0,0,0
Gasan Umalatov,Cobra,17,4,2,180.34,180.34,Orthodox,9/11/1982,42,2.23,39,0.75,17,0
Nate Moore,,8,4,0,182.88,,,,,2.21,25,1.23,16,0
Albert Cheng,,7,4,0,180.34,,Orthodox,2/7/1985,39,1,41,0,0,0
Marc Diakiese,Bonecrusher,17,7,0,177.8,185.42,Orthodox,3/16/1993,31,2.54,40,3.29,43,0
Khalid Murtazaliev,,14,2,0,182.88,193.04,Orthodox,7/15/1993,31,4.8,69,7.5,100,0
Philip Preece,,10,14,0,172.72,,Orthodox,,,0.8,72,0,0,0
Ron Stallings,The Choir Boy,14,8,0,187.96,190.5,Southpaw,1/25/1983,41,3.22,60,0,0,0
Jai Herbert,Black Country Banger,12,5,1,185.42,195.58,Orthodox,5/13/1988,36,2.69,41,0.2,10,0
Balajin,The Snow Leopard,23,4,0,175.26,182.88,Orthodox,3/31/1992,32,1.4,33,2,20,0
Miguel Linares,,2,4,0,,,,,,6.51,50,0,0,0
Jonatas Novaes,,13,5,0,180.34,,,,,0,0,0,0,0
Lucas Lopes,,29,19,0,187.96,,,,,0,0,0,0,0
Trey Houston,,11,4,0,180.34,,,,,0,0,0,0,0
Sanford Alton Meeks,,1,1,0,195.58,190.5,Orthodox,4/5/1994,30,0.71,42,7.06,25,0
Darrius Flowers,Beast Mode,12,6,1,175.26,180.34,Orthodox,8/25/1994,30,4.19,56,1.7,33,0
John Dixson,Big John,15,22,0,182.88,,Orthodox,,,0,0,0,0,0
Shaun Etchell,The Buzzsaw,7,3,0,170.18,172.72,Switch,8/5/1993,31,0,0,4.37,100,0
JunYoung Hong,Drunken Red,11,7,1,172.72,175.26,Orthodox,12/18/1990,33,3.53,39,0,0,0
Sultan Aliev,,15,3,0,180.34,187.96,Orthodox,9/17/1984,40,1.41,45,1.76,38,0
Damonte Robinson,,6,1,1,182.88,195.58,,,,0,0,0,0,0
Harry Moskowitz,Dirty,6,12,0,195.58,,Orthodox,,,0,0,0,0,0
Jorgen Kruth,The Last Viking,5,0,0,187.96,,,,,0,0,0,0,0
Moti Horenstein,,1,6,0,193.04,,Orthodox,,,0,0,0,0,0
Sarah D'alelio,The Monster,11,7,0,170.18,,,,,2.4,33,0,0,0
Ashiek Ajim,Peak Physique,6,2,0,172.72,180.34,Switch,6/19/1994,30,5,40,0,0,0
Ludovit Klein,Mr. Highlight,20,4,1,170.18,182.88,Southpaw,2/22/1995,29,3.49,54,1.52,45,0
Jose Barreto,,0,1,0,,,Southpaw,,,0,0,0,0,0
Vinicius Cenci,Chambinho,7,2,0,185.42,187.96,Orthodox,11/24/1995,28,2.9,48,1.61,50,0
Richie Santiago,The Milford Mauler,7,2,0,170.18,170.18,Southpaw,10/10/1992,32,3.87,49,0,0,0
Scott Morris,,2,1,0,177.8,,Orthodox,,,0,0,0,0,0
Maiju Kujala,,6,3,0,,,,,,2.5,40,0,0,0
Antony Rea,Wild Thing,33,15,0,182.88,,Orthodox,7/15/1976,48,2.89,28,0,0,0
Chris Wright,,8,5,1,,,,,,0,0,0,0,0
Nick Penner,The Quiet Assassin,11,3,0,193.04,,Southpaw,3/26/1980,44,1.25,30,0,0,0
Christian Aguilera,The Beast,14,8,0,175.26,182.88,Switch,11/25/1991,32,2.54,37,0,0,0
Mario Soto,Dr. Mario,7,2,0,182.88,,,,,1.43,23,0,0,0
Gerald Harris,,23,5,0,180.34,195.58,Southpaw,11/19/1979,44,1.41,29,2.96,54,0
Rubin Williams,Mr. Hollywood,0,1,0,185.42,,Orthodox,4/9/1976,48,0,0,0,0,0
Steve Mann,,12,5,0,185.42,,,,,3.18,70,1.64,100,0
Alessandro Costa,Nono,13,4,0,162.56,170.18,Orthodox,1/28/1996,28,3.75,46,0.31,16,0
Michael Bravo,,7,4,0,,,,,,0,0,0,0,0
Alexander Morgan,The Chess Master,11,5,0,177.8,180.34,Orthodox,5/14/1991,33,3.71,44,0,0,0
Abdul-Kareem Al-Selwady,Pride of Palestine,15,3,0,172.72,175.26,Orthodox,4/10/1995,29,4.6,28,1,16,0
Chris Amarante,,2,0,0,,,,,,0,0,0,0,0
Marc Stevens,,21,10,0,175.26,,,,,0.45,26,0,0,0
Danny Navarro,,17,7,0,177.8,,,,,3.83,32,2.17,25,0
David Dodd,,4,7,0,187.96,,Orthodox,9/22/1973,51,0,0,0,0,0
Elves Brener,,16,3,0,177.8,182.88,Orthodox,9/27/1997,27,4.64,46,0.93,20,0
Ivan Valenzuela,Bam Bam,8,2,0,187.96,195.58,Orthodox,11/17/1992,31,0,0,0,0,0
Chelsea Hackett,Hammer,3,1,1,162.56,167.64,Switch,8/16/1998,26,2.58,51,0,0,0
CJ Keith,,8,4,0,182.88,,Orthodox,8/9/1986,38,0.86,50,0,0,0
Bryanna Fissori,,2,4,0,162.56,,,,,1.4,46,2,25,0
Jeff Molina,El Jefe,11,2,0,167.64,175.26,Orthodox,7/17/1997,27,7.25,48,0,0,0
Dean Barry,The Sniper,4,2,0,177.8,182.88,Orthodox,7/3/1992,32,9.31,40,0,0,0
Norifumi Yamamoto,Kid,18,6,0,162.56,167.64,Southpaw,3/15/1977,47,2.09,45,0.41,22,0
Bryan Humes,,6,2,0,,,,,,0,0,0,0,0
Crezio de Souza,,1,2,0,,,Orthodox,,,0,0,0,0,0
Wuziazibieke Jiahefu,Prairie Kitty,29,12,1,175.26,177.8,Orthodox,4/9/1990,34,0.41,50,6.08,50,0
Rulon Gardner,,1,0,0,190.5,,Orthodox,8/16/1971,53,2.05,25,0.75,100,0
Cortez Coleman,Hollywood,13,8,0,185.42,,,,,0,0,0,0,0
Aalon Cruz,,8,4,0,182.88,198.12,Switch,9/20/1989,35,7.58,39,0,0,0
Paul Capaldo,,6,0,0,170.18,,,,,0,0,0,0,0
Chris Condo,,0,1,0,182.88,,Orthodox,,,0,0,0,0,0
Yoji Anjo,Mr. 200%,0,5,1,180.34,,Orthodox,3/28/1967,57,0,0,0,0,0
Ricky Legere Jr.,IE Bad Boy,14,4,0,172.72,,,,,1.07,41,5,41,0
Luciano Pereira,El Torito,13,1,0,,,Orthodox,1/9/2001,23,0,0,0,0,0
Aaron Brink,,26,26,0,190.5,,Orthodox,11/12/1974,49,3.49,42,0,0,0
Diego Henrique da Silva,Gaucho,8,4,0,187.96,,Orthodox,8/22/1986,38,2.53,57,0,0,0
OJ Dominguez,,0,1,0,,,,,,0,0,0,0,0
Jesse Jones,,2,1,0,175.26,,,,,0,0,0,0,0
Trent Jenkins,,0,4,0,187.96,,,,,0,0,0,0,0
Timo Feucht,,8,1,0,190.5,200.66,Orthodox,1/18/1996,28,0,0,0,0,0
Garrett Mueller,,3,3,0,175.26,,,,,0,0,0,0,0
Ryan Tobar,,3,3,0,,,,,,0,0,0,0,0
Koji Oishi,,25,10,10,172.72,,Orthodox,5/31/1977,47,1.43,9,0,0,0
Rob Sinclair,,13,5,0,172.72,,,,,1.2,33,0,0,0
Scott Ferrozzo,The Pitbull,4,2,0,180.34,,Orthodox,4/26/1965,59,0,0,0,0,0
Caio Bittencourt,Leao,14,7,0,182.88,190.5,Orthodox,5/22/1991,33,0.29,16,0,0,0
Muslim Salikhov,King of Kung Fu,19,4,0,180.34,177.8,Orthodox,6/9/1984,40,3.37,51,1.31,40,0
Yosuke Nishijima,,0,5,0,175.26,,Orthodox,5/15/1973,51,1.72,37,0,0,0
Michael McDonald,The Black Sniper,1,1,0,180.34,,Orthodox,2/6/1965,59,0,0,0,0,0
Rafael Carino,,2,1,1,203.2,,Orthodox,,,0,0,0,0,0
Jeremy Kennedy,JBC,11,1,0,180.34,180.34,Orthodox,9/16/1992,32,2.22,46,5.73,52,0
Luis Ramos,Beicao,20,10,2,172.72,,Orthodox,1/18/1981,43,2.4,35,1.5,20,0
Eric Steenberg,,5,1,0,,,,,,0,0,0,0,0
Hugo Duarte,,6,3,0,182.88,,Orthodox,8/9/1968,56,0,0,0,0,0
Andre Fialho,,16,8,0,182.88,187.96,Orthodox,4/7/1994,30,3.3,41,0.25,100,0
Igor Da Silva,,8,0,0,170.18,175.26,Orthodox,4/21/2003,21,9.85,55,9.85,100,0
Andre Amado,Dida,6,4,1,182.88,,Orthodox,,,2.27,24,0,0,0
Sam Oropeza,,13,3,0,187.96,,,,,7.68,56,3.6,33,0
Frank Lester,,11,6,0,180.34,,Orthodox,6/10/1984,40,2.18,36,0,0,0
Steven Nguyen,The Ninja,9,1,0,180.34,185.42,Switch,5/19/1993,31,8.29,43,0,0,0
Maiara Amanajas dos Santos,,7,3,0,165.1,,Southpaw,7/11/1987,37,5.53,35,0,0,0
Wagner Campos,Galeto,12,10,0,167.64,,Southpaw,7/31/1981,43,1.54,41,2.71,100,0
He-Man Gipson,,1,2,0,,,,,,0,0,0,0,0
Koichiro Matsumoto,,15,3,1,170.18,,,,,1.9,26,0,0,0
Dan Severn,The Beast,101,19,1,187.96,,Southpaw,6/8/1958,66,0,0,0,0,0
Josh Clopton,The Gentleman,6,2,1,167.64,,Orthodox,7/11/1981,43,1.6,64,2,66,0
Damion Douglas,,4,1,0,,,,,,0,0,0,0,0
Eduardo Torres Caut,Cyborg,16,2,0,170.18,177.8,Orthodox,4/26/1995,29,1.1,34,2.06,33,0
Omar Morales,Venezuelan Fighter,11,4,0,180.34,185.42,Orthodox,10/17/1985,39,3.42,40,0.46,100,0
Brandon Foxworth,,18,4,0,180.34,,Orthodox,4/28/1979,45,1.33,32,0,0,0
Cortavious Romious,Are You Not Entertained?,7,2,0,162.56,172.72,Southpaw,1/6/1994,30,14.48,31,0,0,0
Joe Warren,,15,6,0,167.64,,Orthodox,10/31/1976,47,2.15,46,6.14,46,0
George Hardwick,King,12,2,0,177.8,182.88,Orthodox,12/6/1996,27,3.6,38,0,0,0
Dante Rivera,,16,7,0,185.42,,Southpaw,12/8/1974,49,2.27,53,0,0,0
Bill Duvall,,1,2,0,187.96,,Southpaw,,,0,0,0,0,0
Henry Miller,Sentoryu,6,16,0,170.18,,Southpaw,7/16/1969,55,1.25,36,0.55,25,0
Ben Earwood,,12,3,0,172.72,,Orthodox,,,0.5,55,3,100,0
Andy Murad,The Tooth Fairy,15,2,0,175.26,,,,,2.6,76,1,20,0
Sovannahry Em,The Sweet Savage,3,1,0,162.56,,,,,0,0,0,0,0
Nad Narimani,Smiler,12,4,0,172.72,177.8,Orthodox,4/14/1987,37,3.33,42,1.92,41,0
Craig Oxley,,0,3,0,175.26,,,,,0,0,0,0,0
Jeremy Kimball,,15,8,0,182.88,182.88,Switch,1/3/1991,33,2.81,46,1.41,20,0
Josh Stuart,,1,4,0,175.26,,,,,0,0,0,0,0
John Elam,,2,0,0,,,,,,0,0,0,0,0
Javi Alanis,,0,4,0,167.64,,,,,0,0,0,0,0
Iliarde Santos,,30,13,1,165.1,170.18,Orthodox,9/25/1980,44,3,30,1.66,23,0
Bogdan Guskov,Czarevitch,14,3,0,190.5,193.04,Orthodox,9/12/1992,32,2.12,32,0,0,0
Yoshinori Horie,,8,2,0,172.72,177.8,Orthodox,5/10/1995,29,2.76,49,0,0,0
Karl Williams,,9,1,0,190.5,200.66,Orthodox,1/6/1990,34,2.93,49,4,46,0
Colley  Bradford,,0,1,0,170.18,,,,,0.43,25,19.42,50,0
Zane Frazier,Nasty,4,11,0,195.58,,Orthodox,,,0,0,0,0,0
Lucas Almeida,,14,2,0,180.34,180.34,Orthodox,1/31/1991,33,5.29,47,0,0,0
Joe Martin,,6,8,0,175.26,,,,,0.73,40,0,0,0
Zachary Micklewright,,15,3,0,182.88,187.96,Southpaw,8/21/1976,48,5.56,53,0.7,12,0
Romie Aram,,7,1,0,177.8,,Orthodox,12/2/1977,46,1.8,35,2.5,62,0
Junior Tafa,The Juggernaut,5,1,0,190.5,190.5,Orthodox,9/21/1996,28,1.83,40,0,0,0
Askar Mozharov,,19,13,0,190.5,187.96,Orthodox,10/26/1994,30,0.43,18,0,0,0
Milco Voorn,,20,11,1,,,Orthodox,,,0,0,0,0,0
Jakob Lovstad,The Striking Viking,11,4,0,190.5,,Orthodox,,,0,0,0,0,0
Brendson Ribeiro,The Gorilla,15,5,0,190.5,205.74,Orthodox,9/8/1996,28,8.46,46,0,0,0
James Wade,,4,11,0,177.8,,,,,0,0,0,0,0
Shayilan Nuerdanbieke,Wolverine,39,11,0,172.72,175.26,Orthodox,5/4/1994,30,2.28,45,2.9,33,0
Victor Altamirano,El Magnifico,12,3,0,172.72,177.8,Switch,1/23/1991,33,5,57,2.12,25,0
Ricky Camp,2 Slick,11,4,0,170.18,,,,,0,0,0,0,0
Kyle Watson,,13,8,1,182.88,,Southpaw,8/9/1979,45,3.67,35,0,0,0
Justin Governale,The Therapist,5,5,0,,,,,,0,0,0,0,0
Sam Adkins,The Experience,7,20,2,190.5,,Orthodox,4/26/1965,59,0,0,0,0,0
Chris Jones,Lionheart,10,5,0,175.26,,,,,0,0,0,0,0
Mike Bencic,Batman,1,2,0,182.88,,Orthodox,,,0,0,0,0,0
Marcelo Rojo,Pitbull,16,10,0,172.72,180.34,Orthodox,7/2/1988,36,4.92,39,0.46,50,0
Sergey Morozov,,19,5,0,167.64,170.18,Orthodox,6/14/1989,35,3.01,43,3.63,31,0
Leah Letson,Nidas,5,3,0,170.18,180.34,Southpaw,8/21/1992,32,3.06,41,0.51,50,0
Talita Alencar,Problem Child,4,0,1,154.94,147.32,Orthodox,10/17/1990,34,2.33,38,4,16,0
Salim Touahri,Grizzly,10,4,0,177.8,182.88,Orthodox,9/28/1989,35,2.6,46,0,0,0
Dmitrii Smoliakov,The Lifeguard,9,3,0,187.96,187.96,Switch,8/5/1982,42,1.44,42,0,0,0
Jamal Pogues,,10,4,0,190.5,195.58,Orthodox,12/1/1995,28,3.12,42,3,48,0
Pete Rogers Jr.,The Heat,2,4,0,182.88,,,,,0.66,15,0,0,0
Aaron Lanfranco,,5,1,0,,,,,,0,0,0,0,0
Malik Lewis,Hard Knock,6,2,0,182.88,190.5,Orthodox,3/4/1996,28,4.16,45,3.98,40,0
Chris Duncan,The Problem,11,1,0,177.8,180.34,Orthodox,5/10/1993,31,5.08,46,3.63,39,0
Song Kenan,The Assassin,20,7,0,182.88,180.34,Orthodox,3/10/1990,34,4.4,47,0.41,66,0
Janay Harding,Hollowpoint,2,3,0,,,,,,0,0,0,0,0
Casey Ryan,,7,3,0,,,,,,0,0,0,0,0
Josh Ferguson,Taz,10,5,0,165.1,,Orthodox,5/13/1988,36,2.13,43,0.59,11,0
Andy Ologun,,3,1,0,182.88,,Orthodox,6/12/1983,41,2.36,57,0.68,100,0
Ron van Clief,The Black Dragon,0,1,0,177.8,,Orthodox,1/25/1943,81,0,0,0,0,0
Callan Potter,The Rockstar,18,9,0,182.88,182.88,Orthodox,6/9/1984,40,3.18,50,3.29,66,0
John Yoo,,0,1,0,,,,,,0,0,0,0,0
Rich Attonito,The Raging Bull,10,5,0,177.8,182.88,Orthodox,6/16/1977,47,2.28,47,0.74,37,0
Herschel Walker,,2,0,0,185.42,,Orthodox,3/3/1962,62,3.42,67,1.94,100,0
Anthony Macias,Mad Dog,26,18,0,175.26,,Switch,,,0,0,0,0,0
Angelo Antonio,,1,4,0,,,Orthodox,,,1.09,50,0,0,0
Lazar Stojadinovic,The Bronx Bomber,12,5,0,170.18,172.72,Southpaw,3/22/1989,35,1.82,29,0,0,0
MinWoo Kim,Korean MOAI,10,2,0,172.72,182.88,Orthodox,7/21/1993,31,0,0,0,0,0
Kevin Rosier,,2,6,0,193.04,,Orthodox,,,0,0,0,0,0
Scott Harper,,12,7,0,182.88,,Orthodox,4/14/1972,52,1.3,54,3.25,100,0
Patrick Kaase,Kamikaze,1,2,0,175.26,,,,,4.4,67,0,0,0
Matt Hamill,The Hammer,12,8,0,185.42,193.04,Orthodox,10/5/1976,48,3.69,42,3,34,0
Adam Steele,,0,1,0,,,,,,0,0,0,0,0
Maimaitituoheti Keremuaili,Kyrgyz Mountain Eagle,26,11,0,167.64,167.64,Orthodox,3/18/1991,33,1.47,52,1,33,0
Andrew Martinez,Mickey D,9,6,0,175.26,,,,,3.4,31,1.5,50,0
Tsuyoshi Kurihara,,10,8,2,177.8,,Orthodox,7/13/1973,51,0,0,0,0,0
Masio Fullen,Lobo,11,7,0,177.8,177.8,Orthodox,10/6/1986,38,2.46,32,0.47,33,0
Chandler Cole,The Hammer,10,4,0,177.8,182.88,Orthodox,1/9/1995,29,2.45,60,0,0,0
Michael Mangan,,0,3,0,,,,,,1.94,33,19.35,50,0
Cameron Else,Camchida,10,6,0,175.26,180.34,Switch,4/27/1987,37,1.99,40,0,0,0
Matt Ramirez,The Machine,2,3,0,165.1,,,,,3.03,50,2.53,16,0
Ian Rammel,,7,8,0,182.88,,,,,0,0,0,0,0
Alexander Soldatkin,,14,4,0,187.96,190.5,Orthodox,6/10/1993,31,1.16,60,1.45,50,0
Charles Radtke,Chuck Buffalo,8,3,0,175.26,182.88,Orthodox,7/9/1990,34,2.33,46,1,16,0
Amador Ramirez,,5,4,0,,,,,,4.93,51,1,33,0
Artenus Young,,10,12,0,,,,,,0,0,0,0,0
Clifford Starks,,13,3,0,182.88,198.12,Orthodox,4/25/1981,43,1.94,33,1.94,100,0
Anthony Ivy,Aquaman,8,4,0,187.96,187.96,Orthodox,1/23/1990,34,2.5,42,4.69,20,0
Chris Culley,,20,15,0,,,,,,0,0,0,0,0
Diana Belbita,The Warrior Princess,15,8,0,170.18,172.72,Orthodox,6/26/1996,28,6.59,42,0.97,62,0
Ben Holscher,The Teacher,4,0,0,180.34,,,,,0,0,0,0,0
Flavio Luiz Moura,,19,7,0,180.34,,Open Stance,,,0.67,16,0,0,0
Rainy Martinez,,0,2,0,182.88,,Orthodox,,,0,0,0,0,0
Ricky Steele,The Karate Kid,6,0,0,175.26,187.96,Orthodox,5/26/1988,36,4.07,70,0,0,0
Gabriel Carrasco,,7,0,0,167.64,,,,,4.15,37,0,0,0
Robbie Lawler,Ruthless,30,16,0,180.34,187.96,Southpaw,3/20/1982,42,3.85,47,0.65,64,0
Jeff Hughes,Lights Out,10,4,0,187.96,195.58,Orthodox,5/17/1988,36,3.95,51,0.71,50,0
Anthony Hamilton,Freight Train,15,9,0,195.58,193.04,Orthodox,4/14/1980,44,3.91,65,2.62,42,0
Jay Perrin,The Joker,10,7,0,170.18,170.18,Switch,6/15/1993,31,3.71,46,2.83,52,0
Mateus Mendonca,Bocao,10,2,0,167.64,180.34,Orthodox,1/17/1999,25,2,38,1.47,14,0
Maia Stevenson,,6,5,0,162.56,157.48,Orthodox,3/19/1982,42,1.57,54,3.91,100,0
Valeri Ignatov,,1,2,0,175.26,,Orthodox,,,0,0,0,0,0
Lucas Rocha,Fenomeno,17,1,0,160.02,162.56,Orthodox,8/12/2000,24,1.51,53,0,0,0
Robert Whiteford,The Hammer,14,4,0,175.26,175.26,Southpaw,4/12/1983,41,2.33,46,1.9,30,0
Stefan Klever,,6,1,0,,,Orthodox,,,0.82,50,0,0,0
Jamey-Lyn Horth,,6,1,0,170.18,167.64,Orthodox,3/30/1990,34,3.97,62,0.5,25,0
Renee Forte,,8,4,0,170.18,180.34,Orthodox,3/27/1987,37,2.08,32,2.32,58,0
Rami Hamed,,12,3,0,,,,,,0,0,0,0,0
Max Mustaki,,6,3,0,182.88,,Orthodox,11/7/1987,36,8.2,50,0,0,0
Uros Medic,The Doctor,9,2,0,185.42,180.34,Southpaw,4/25/1993,31,5.64,60,0.4,100,0
Marko Damiani,,0,2,0,182.88,,,,,0,0,0,0,0
Bazigit Atajev,Volk,17,1,0,185.42,,Orthodox,,,0.87,41,1,33,0
Tom Blackledge,,10,7,0,,,Orthodox,,,2.91,61,0,0,0
Nate Mohr,,9,7,0,175.26,182.88,Orthodox,3/3/1983,41,3.79,41,0.45,50,0
Shunichi Shimizu,,30,18,11,165.1,,Orthodox,1/31/1985,39,0.14,33,0,0,0
Emrah Sonmez,Anatolian Wolf,14,5,0,177.8,180.34,Orthodox,6/26/1992,32,1.47,46,5,21,0
Luke Hartwig,,0,1,0,,,,,,0,0,0,0,0
Antonio Mendes,Samurai,18,13,0,190.5,195.58,Southpaw,4/19/1981,43,1.34,47,2.51,50,0
David Gardner,,18,21,0,180.34,,Orthodox,5/17/1977,47,0.17,100,0,0,0
Kamal Shalorus,Prince of Persia,9,5,2,172.72,172.72,Orthodox,8/27/1972,52,3.06,32,2.07,50,0
Don'Tale Mayes,Lord Kong,10,6,0,198.12,205.74,Orthodox,1/16/1992,32,3.6,44,0.79,43,0
Danilo Suzart,,9,2,0,182.88,,Orthodox,12/4/1991,32,4.09,55,0,0,0
Brandon Girtz,Cold Roll,14,7,0,170.18,,,,,2.5,60,5.76,100,0
Shawn Teed,,5,2,0,195.58,,Orthodox,2/13/1992,32,1.4,42,0,0,0
Jenna Castillo,,1,0,0,157.48,,,,,3.24,56,1.68,100,0
Rolando Dy,Dy Incredible,9,7,1,172.72,175.26,Orthodox,8/11/1990,34,3.04,37,0.3,20,0
Hugo Sandoval,,2,3,0,,,,,,0,0,0,0,0
Ihor Potieria,Duelist,19,5,0,190.5,190.5,Southpaw,5/29/1996,28,5.59,56,0,0,0
Travis Johnson,,0,1,0,,,,,,0,0,0,0,0
Rickson Gracie,,11,0,0,177.8,,Switch,11/20/1958,65,0,0,0,0,0
Rich Bouphanouvong,,1,4,0,170.18,,,,,0,0,0,0,0
Josh Quinlan,Bushido,6,1,0,182.88,182.88,Orthodox,2/6/1993,31,3.68,41,0.84,12,0
Kris Moutinho,,9,6,0,170.18,172.72,Southpaw,8/9/1992,32,4.86,32,0,0,0
Roman Salazar,El Gallito,10,6,0,170.18,,Orthodox,2/21/1988,36,1.95,39,1.77,18,0
Jong Man Kim,Special Force,23,11,3,170.18,,Orthodox,3/3/1978,46,1.33,21,0,0,0
Walter Smith-Cotito,,4,5,0,172.72,,,,,2.95,36,2.16,33,0
Chris Gruetzemacher,Gritz,15,5,0,172.72,172.72,Orthodox,6/16/1986,38,6.18,57,0.21,50,0
Justin Eilers,The Hammer,19,7,1,185.42,,Orthodox,6/28/1978,46,2.86,43,0.82,25,0
Bruno Silva,Blindado,23,10,0,182.88,187.96,Orthodox,7/13/1989,35,4.43,51,1.09,27,0
Royston Wee,,4,1,0,170.18,170.18,Orthodox,11/15/1986,37,1.1,60,3.38,81,0
Rizvan Kuniev,,11,2,1,193.04,193.04,Orthodox,10/3/1992,32,7.09,73,4.09,75,0
Tobias Harila,Bad Intention,12,3,0,,,,,,0,0,0,0,0
Gregory Bouchelaghem,,5,4,0,187.96,,Switch,,,0.27,21,0,0,0
Rory Markham,,17,6,0,182.88,180.34,Orthodox,3/25/1982,42,1.98,21,0,0,0
Gary Tapusoa,,8,3,0,170.18,,,,,0,0,0,0,0
Istela Nunes,,6,5,0,162.56,167.64,Orthodox,7/23/1992,32,5.02,45,0,0,0
Hayder Hassan,Hulk,6,3,0,177.8,,,,,2.11,46,0,0,0
Lewis Gonzalez,Lethal,11,3,0,177.8,,Orthodox,9/19/1987,37,1.4,37,2,33,0
Rafael Freitas,Capoeira,3,6,0,,,Orthodox,,,2,29,11.25,50,0
Ryan McGivern,,13,7,0,182.88,,Orthodox,1/17/1980,44,2.22,29,0,0,0
Taylor Roberts,,3,12,0,180.34,,,,,0,0,0,0,0
Will Chope,The Kill,34,13,0,193.04,,Switch,9/8/1990,34,4.43,27,0,0,0
Jae Hyun Park,The First Prospect,6,2,0,172.72,182.88,Orthodox,12/12/2001,22,0.8,63,0,0,0
Slim Trabelsi,,5,0,0,190.5,,,,,0,0,0,0,0
Ryo Kawamura,,18,9,4,180.34,,Orthodox,6/29/1981,43,0.6,16,0,0,0
Landon Quinones,The Lone Wolf,7,2,1,175.26,177.8,Southpaw,11/21/1995,28,9.87,41,0,0,0
Goldman Butler,,1,4,0,,,,,,0,0,0,0,0
Brian Gassaway,,29,20,2,185.42,,Orthodox,8/7/1972,52,0.34,26,0,0,0
Edivan Santos,Pe De Sapo,12,3,1,193.04,198.12,Orthodox,5/3/1992,32,1.55,48,0,0,0
Derrick Lewis,The Black Beast,27,12,0,190.5,200.66,Orthodox,2/7/1985,39,2.43,50,0.53,26,0
Onassis Parungao,,2,1,0,180.34,,,,,0,0,0,0,0
Nate James,,14,8,1,182.88,,,,,1.33,42,0,0,0
Demetrius Gioulacos,,0,1,0,180.34,,,,,0,0,0,0,0
Yibugele,Eagle,21,12,1,175.26,177.8,Southpaw,11/13/1989,34,2.47,39,0,0,0
Lorenzo Hood,Dream Killer,14,5,0,190.5,203.2,Southpaw,3/2/1989,35,2.64,61,0,0,0
Kazunari Murakami,,5,5,0,185.42,,Orthodox,11/29/1973,50,0,0,0,0,0
Yoislandy Izquierdo,Cuba,10,4,0,180.34,,Southpaw,1/9/1984,40,2.93,52,0,0,0
Anthony Do,,4,2,0,162.56,,,,,0,0,0,0,0
Jeremy Wallace,,4,6,0,175.26,,,,,0,0,0,0,0
Shingo Kohara,,1,0,0,167.64,,,,,0,0,0,0,0
Brad Royster,,1,2,0,,,,,,0,0,0,0,0
Crafton Wallace,Blaze,18,6,1,182.88,,Orthodox,11/10/1975,48,1.55,44,0,0,0
Janaina Silva,Jana-Iron-Hand,5,1,0,154.94,152.4,Orthodox,2/16/1992,32,0,0,0,0,0
Christopher Lopez,,9,1,0,177.8,,,,,0,0,0,0,0
Vernon White,Tiger,26,33,2,182.88,,Southpaw,12/3/1971,52,2.11,38,0.88,28,0
Joe Jordan,,49,14,2,167.64,,Orthodox,7/27/1978,46,1.85,25,0,0,0
Rick Roufus,,4,6,0,182.88,,Southpaw,,,0.53,33,0,0,0
Eric Magana,,1,1,0,,,,,,0,0,0,0,0
Jesse Fujarczyk,The Ronin,2,2,0,193.04,,Southpaw,1/28/1983,41,1.03,33,0,0,0
Gilbert Rael,,1,3,0,172.72,,,,,0,0,4.86,100,0
Carl Deaton,The Anishinaabe Kid,17,7,0,170.18,175.26,Orthodox,11/24/1989,34,1.53,31,0,0,0
Joe Hurley,,12,5,0,172.72,,,,,1.12,45,0,0,0
Mostapha Al-Turk,,6,6,0,187.96,195.58,Orthodox,7/14/1973,51,1.36,19,0,0,0
